scrapeDatetime,url,price,addressline1,addressline2,po,mls,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3,CAGR
"03/26/2022, 15:09:25",https://www.realtor.ca/real-estate/24146000/22-ridge-avenue-stewiacke-stewiacke,459900,22 Ridge Avenue,"Stewiacke, Nova Scotia B0N2J0",B0N2J0,MLS  Number: 202204288,3,3,2,Single Family,House,1,Stewiacke,Freehold,under 1/2 acre,,"Garage, Attached Garage, Gravel",10 days,,1330,None,Concrete Slab,Detached,Character,None,B0N2,B0N,0
"03/26/2022, 15:09:50",https://www.realtor.ca/real-estate/24145574/17-teviot-place-valley-valley,349900,17 Teviot Place,"Valley, Nova Scotia B6L2W7",B6L2W7,MLS  Number: 202204276,3,6,3,Single Family,House,1,Valley,Freehold,under 1/2 acre,1972,Gravel,10 days,"May 29, 2009 Sold $134,000",2986,,Poured Concrete,Detached,,Full (Finished),B6L2,B6L,0.076625221
"03/26/2022, 15:10:13",https://www.realtor.ca/real-estate/24145573/1409-1650-granville-street-halifax-halifax,1252500,1409 1650 Granville Street,"Halifax, Nova Scotia B3J0E1",B3J0E1,MLS  Number: 202204274,3,3,3,Single Family,Apartment,1,Halifax,Condominium/Strata,,,"Garage, Other",10 days,,1770,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Intercom",Poured Concrete,,Other,,B3J0,B3J,0
"03/26/2022, 15:10:37",https://www.realtor.ca/real-estate/24145577/20-kirtland-court-dartmouth-dartmouth,399900,20 Kirtland Court,"Dartmouth, Nova Scotia B2W4P6",B2W4P6,MLS  Number: 202204280,2,3,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1977,"Garage, Detached Garage",10 days,"Jul 19, 2013 Sold $225,000",1300,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B2W4,B2W,0.065987467
"03/26/2022, 15:11:00",https://www.realtor.ca/real-estate/24145576/7084-3-highway-hunts-point-hunts-point,285000,7084 3 Highway,"Hunts Point, Nova Scotia B0T1G0",B0T1G0,MLS  Number: 202204278,2,3,3,Single Family,House,1,Hunts Point,Freehold,1/2 - 1 acre,1980,"Garage, Detached Garage, Gravel",10 days,"Aug 19, 2017 Sold $193,000",1725,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B0T1,B0T,0.081079197
"03/26/2022, 15:11:25",https://www.realtor.ca/real-estate/24144864/230-granville-street-new-glasgow-new-glasgow,223800,230 Granville Street,"New Glasgow, Nova Scotia B2H4Y7",B2H4Y7,MLS  Number: 202204269,3,4,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,,10 days,"Jul 28, 2017 Sold $145,000",1406,,Poured Concrete,Detached,,Crawl space,B2H4,B2H,0.090682678
"03/26/2022, 15:11:48",https://www.realtor.ca/real-estate/24144863/154-porters-lake-station-road-porters-lake-porters-lake,429900,154 Porters Lake Station Road,"Porters Lake, Nova Scotia B3E1J9",B3E1J9,MLS  Number: 202204265,2,2,1,Single Family,House,1,Porters Lake,Freehold,10 - 49 acres,1998,Gravel,10 days,"Mar 26, 2004 Sold $114,000",1170,"Cooktop - Propane, Oven - Propane, Dishwasher, Dryer - Electric, Washer, Freezer - Stand Up, Refrigerator",Concrete Block,Detached,Character,Crawl space,B3E1,B3E,0.076528916
"03/26/2022, 15:12:54",https://www.realtor.ca/real-estate/24144543/86-burnyeat-street-truro-truro,299000,86 BURNYEAT Street,"Truro, Nova Scotia B2N4R1",B2N4R1,MLS  Number: 202204251,3,5,2,Single Family,House,1,Truro,Freehold,under 1/2 acre,1966,Gravel,11 days,"Apr 27, 2012 Sold $127,000",2070,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B2N4,B2N,0.089398434
"03/26/2022, 15:13:17",https://www.realtor.ca/real-estate/24144544/35-shannon-drive-truro-truro,279900,35 Shannon Drive,"Truro, Nova Scotia B2N3V5",B2N3V5,MLS  Number: 202204252,3,5,2,Single Family,House,1,Truro,Freehold,1/2 - 1 acre,,"Carport, Gravel",11 days,"May 5, 2006 Sold $112,500",1646,"Stove, Dishwasher, Refrigerator",Concrete Block,Detached,Character,,B2N3,B2N,0.05862135
"03/26/2022, 15:13:40",https://www.realtor.ca/real-estate/24144546/1116-main-road-eastern-passage-eastern-passage,289900,1116 Main Road,"Eastern Passage, Nova Scotia B0J3A0",B0J3A0,MLS  Number: 202204255,2,2,1,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,1952,"Garage, Detached Garage",11 days,"Oct 16, 2006 Sold $133,500",930,"Stove, Dishwasher, Refrigerator",Concrete Block,Detached,Character,Full (Unfinished),B0J3,B0J,0.049658276
"03/26/2022, 15:14:03",https://www.realtor.ca/real-estate/24144431/191-highway-208-new-germany-new-germany,269900,191 Highway 208,"New Germany, Nova Scotia B0R1E0",B0R1E0,MLS  Number: 202204248,3,3,1,Single Family,House,1,New Germany,Freehold,10 - 49 acres,1968,"Garage, Carport",11 days,,1050,"Range - Electric, Refrigerator",Poured Concrete,Detached,Character,Full,B0R1,B0R,0
"03/26/2022, 15:14:28",https://www.realtor.ca/real-estate/24144429/474-pictou-road-valley-valley,348500,474 Pictou Road,"Valley, Nova Scotia B2N2T8",B2N2T8,MLS  Number: 202204246,3,4,3,Single Family,House,1,Valley,Freehold,under 1/2 acre,2020,Gravel,11 days,,2232,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2N2,B2N,0
"03/26/2022, 15:14:52",https://www.realtor.ca/real-estate/24144430/3626-highway-289-halfway-brook-halfway-brook,229500,3626 Highway 289,"Halfway Brook, Nova Scotia B0N1C0",B0N1C0,MLS  Number: 202204247,3,3,1,Single Family,House,2,Halfway Brook,Freehold,1 - 3 acres,1835,Gravel,11 days,"May 10, 2021 Sold $80,000",1458,"Stove, Dryer, Washer, Refrigerator",Stone,Detached,2 Level,Full,B0N1,B0N,1.86875
"03/26/2022, 15:15:15",https://www.realtor.ca/real-estate/24144161/47-martin-lake-drive-lake-echo-lake-echo,299900,47 Martin Lake Drive,"Lake Echo, Nova Scotia B3E1B8",B3E1B8,MLS  Number: 202204244,3,3,1,Single Family,House,1,Lake Echo,Freehold,1/2 - 1 acre,1968,Garage,11 days,,1419,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Crawl space,B3E1,B3E,0
"03/26/2022, 15:15:39",https://www.realtor.ca/real-estate/24143869/335-royal-oaks-way-belnan-belnan,599900,335 Royal Oaks Way,"Belnan, Nova Scotia B2S0E4",B2S0E4,MLS  Number: 202204240,3,3,2,Single Family,House,1,Belnan,Freehold,1 - 3 acres,2016,"Garage, Attached Garage, Detached Garage, Gravel",11 days,,1651,,Concrete Slab,Detached,Character,None,B2S0,B2S,0
"03/26/2022, 15:16:16",https://www.realtor.ca/real-estate/24144030/26-windstone-close-bedford-bedford,649000,26 Windstone Close,"Bedford, Nova Scotia B4A4L4",B4A4L4,MLS  Number: 202204243,3,3,4,Single Family,Row / Townhouse,2,Bedford,Freehold,under 1/2 acre,2005,"Garage, Attached Garage",11 days,"May 27, 2009 Sold $292,500",2340,"Range, Dryer, Washer, Refrigerator",Poured Concrete,,,Full,B4A4,B4A,0.063223397
"03/26/2022, 15:16:39",https://www.realtor.ca/real-estate/24143868/1201-black-hole-road-canning-canning,279900,1201 Black Hole Road,"Canning, Nova Scotia B0P1H0",B0P1H0,MLS  Number: 202204238,2,3,1,Single Family,House,1,Canning,Freehold,1 - 3 acres,,"Garage, Detached Garage, Underground",11 days,"Oct 31, 2002 Sold $82,000",1450,"Range - Electric, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,,B0P1,B0P,0.063308908
"03/26/2022, 15:17:03",https://www.realtor.ca/real-estate/24143511/3095-prospect-road-prospect-prospect,239000,3095 Prospect Road,"Prospect, Nova Scotia B0P1G0",B0P1G0,MLS  Number: 202204232,4,4,2,Single Family,House,2,Prospect,Freehold,1 - 3 acres,,Gravel,11 days,"Jul 6, 2012 Sold $55,000",2040,"Stove, Dishwasher, Dryer, Washer, Freezer, Refrigerator","Concrete Block, Stone",Detached,,Partial (Unfinished),B0P1,B0P,0.158253233
"03/26/2022, 15:17:27",https://www.realtor.ca/real-estate/24143669/438-turner-point-drive-walden-walden,145000,438 Turner Point Drive,"Walden, Nova Scotia B0J2E0",B0J2E0,MLS  Number: 202204237,3,3,0,Single Family,House,2,Walden,Freehold,1 - 3 acres,2017,Gravel,11 days,"Jun 24, 2015 Sold $15,000",847,"Microwave, Refrigerator",Concrete Slab,Detached,"Cottage, Camp",None,B0J2,B0J,0.382782328
"03/26/2022, 15:17:51",https://www.realtor.ca/real-estate/24142914/1098-terence-bay-road-terence-bay-terence-bay,1299900,1098 Terence Bay Road,"Terence Bay, Nova Scotia B3T1X5",B3T1X5,MLS  Number: 202204217,3,3,4,Single Family,House,2,Terence Bay,Freehold,1/2 - 1 acre,1995,"Garage, Detached Garage",11 days,"Jun 21, 2013 Sold $475,000",3570,"Central Vacuum, Cooktop - Electric, Oven, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener",Poured Concrete,Detached,,Full (Partially finished),B3T1,B3T,0.118354765
"03/26/2022, 15:18:23",https://www.realtor.ca/real-estate/24142913/243-cross-road-upper-kennetcook-upper-kennetcook,449900,243 Cross Road,"Upper Kennetcook, Nova Scotia B0N2L0",B0N2L0,MLS  Number: 202204216,2,2,2,Single Family,House,2,Upper Kennetcook,Freehold,10 - 49 acres,2017,Gravel,11 days,"Nov 30, 2017 Sold $190,000",1568,,Poured Concrete,Detached,,Full (Partially finished),B0N2,B0N,0.1881533
"03/26/2022, 15:18:47",https://www.realtor.ca/real-estate/24142912/2252-highway-344-manassette-lake-manassette-lake,199000,2252 Highway 344,"Manassette Lake, Nova Scotia B0H1G0",B0H1G0,MLS  Number: 202204215,3,3,1,Single Family,Mobile Home,1,Manassette Lake,Freehold,50 - 100 acres,1996,"Gravel, Parking Space(s)",11 days,,1126,"Range - Electric, Dryer, Washer",,,,None,B0H1,B0H,0
"03/26/2022, 15:19:13",https://www.realtor.ca/real-estate/24142346/4311-south-river-road-antigonish-antigonish,225000,4311 South River Road,"Antigonish, Nova Scotia B2G0B4",B2G0B4,MLS  Number: 202204209,2,2,2,Single Family,Mobile Home,1,Antigonish,Freehold,under 1/2 acre,2010,Gravel,11 days,"Aug 31, 2017 Sold $125,000",896,"Stove, Dishwasher, Refrigerator",,,Mini,None,B2G0,B2G,0.124746113
"03/26/2022, 15:19:49",https://www.realtor.ca/real-estate/24141443/914-214-highway-belnan-belnan,129900,914 214 Highway,"Belnan, Nova Scotia B2S2P7",B2S2P7,MLS  Number: 202204208,3,3,1,Single Family,House,2,Belnan,Freehold,1 - 3 acres,1859,Gravel,11 days,,1800,"Stove, Dryer, Refrigerator",Stone,Detached,,Partial (Unfinished),B2S2,B2S,0
"03/26/2022, 15:20:12",https://www.realtor.ca/real-estate/24141142/4598-highway-2-wellington-wellington,429900,4598 Highway 2,"Wellington, Nova Scotia B2T1B8",B2T1B8,MLS  Number: 202204203,2,3,3,Single Family,House,2,Wellington,Freehold,1/2 - 1 acre,1987,"Carport, Gravel",11 days,,2044,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B2T1,B2T,0
"03/26/2022, 15:20:41",https://www.realtor.ca/real-estate/24141143/366-main-street-middleton-middleton,299500,366 MAIN Street,"Middleton, Nova Scotia B0S1P0",B0S1P0,MLS  Number: 202204204,5,5,2,Single Family,House,2,Middleton,Freehold,under 1/2 acre,1913,,11 days,,2800,"Gas stove(s), Washer, Refrigerator",Stone,Detached,,Full (Unfinished),B0S1,B0S,0
"03/26/2022, 15:21:27",https://www.realtor.ca/real-estate/24141144/68-college-grant-road-college-grant-college-grant,549000,68 College Grant Road,"College Grant, Nova Scotia B0K1R0",B0K1R0,MLS  Number: 202204205,6,6,2,Single Family,House,3,College Grant,Freehold,10 - 49 acres,1988,"Garage, Detached Garage, Gravel",11 days,,3320,"Cooktop - Electric, Oven, Dishwasher, Microwave, Refrigerator",Poured Concrete,Detached,2 Level,,B0K1,B0K,0
"03/26/2022, 15:21:50",https://www.realtor.ca/real-estate/24141145/33-birch-street-salmon-river-salmon-river,379900,33 Birch Street,"Salmon River, Nova Scotia B2N4W9",B2N4W9,MLS  Number: 202204206,3,3,2,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,1970,,11 days,,2280,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,,B2N4,B2N,0
"03/26/2022, 15:22:13",https://www.realtor.ca/real-estate/24140889/723-old-tatamagouche-road-onslow-mountain-onslow-mountain,124500,723 Old Tatamagouche Road,"Onslow Mountain, Nova Scotia B6L6N9",B6L6N9,MLS  Number: 202204191,2,2,2,Single Family,House,1,Onslow Mountain,Freehold,1/2 - 1 acre,1985,Gravel,11 days,,912,"Stove, Dryer, Washer, Refrigerator",,Detached,Character,None,B6L6,B6L,0
"03/26/2022, 15:22:36",https://www.realtor.ca/real-estate/24140891/15-vance-drive-bible-hill-bible-hill,239900,15 Vance Drive,"Bible Hill, Nova Scotia B2N2Z4",B2N2Z4,MLS  Number: 202204193,3,3,2,Single Family,House,1,Bible Hill,Freehold,under 1/2 acre,,"Garage, Attached Garage",11 days,,2184,"Stove, Dryer, Washer, Refrigerator, Water softener",Poured Concrete,Detached,,,B2N2,B2N,0
"03/26/2022, 15:23:16",https://www.realtor.ca/real-estate/24141027/123-victoria-street-parrsboro-parrsboro,229900,123 Victoria Street,"Parrsboro, Nova Scotia B0M1S0",B0M1S0,MLS  Number: 202204198,3,3,2,Single Family,House,1,Parrsboro,Freehold,under 1/2 acre,,"Garage, Attached Garage",11 days,"Sep 29, 2017 Sold $120,000",1120,"Dishwasher, Washer/Dryer Combo, Fridge/Stove Combo",Poured Concrete,Detached,Character,Partial,B0M1,B0M,0.138863161
"03/26/2022, 15:23:41",https://www.realtor.ca/real-estate/24140888/79-highbury-road-new-minas-new-minas,359900,79 Highbury Road,"New Minas, Nova Scotia B4N3P9",B4N3P9,MLS  Number: 202204189,3,3,2,Single Family,House,1,New Minas,Freehold,under 1/2 acre,2004,,11 days,,1200,"Stove, Dishwasher, Microwave Range Hood Combo, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,None,B4N3,B4N,0
"03/26/2022, 15:24:04",https://www.realtor.ca/real-estate/24141026/4590-highway-2-wellington-wellington,299900,4590 Highway 2,"Wellington, Nova Scotia B2T1B8",B2T1B8,MLS  Number: 202204197,3,3,1,Single Family,House,1,Wellington,Freehold,under 1/2 acre,1962,"Garage, Attached Garage, Gravel",11 days,"Oct 1, 2010 Sold $174,500",1261,,Poured Concrete,Detached,Character,Crawl space,B2T1,B2T,0.046160744
"03/26/2022, 15:24:27",https://www.realtor.ca/real-estate/24141024/39-dr-ernst-court-bridgewater-bridgewater,469000,39 Dr Ernst Court,"Bridgewater, Nova Scotia B4V9A3",B4V9A3,MLS  Number: 202204195,3,3,2,Single Family,House,1,Bridgewater,Freehold,under 1/2 acre,2012,"Garage, Attached Garage",11 days,,1803,,"Poured Concrete, Concrete Slab",Detached,Character,None,B4V9,B4V,0
"03/26/2022, 15:24:50",https://www.realtor.ca/real-estate/24141028/116-princes-inlet-drive-martins-brook-martins-brook,3300000,116 Princes Inlet Drive,"Martins Brook, Nova Scotia B0J2C0",B0J2C0,MLS  Number: 202204200,4,5,5,Single Family,House,2,Martins Brook,Freehold,3 - 10 acres,2003,"Garage, Detached Garage, Gravel",11 days,,7290,"Central Vacuum, Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B0J2,B0J,0
"03/26/2022, 15:25:13",https://www.realtor.ca/real-estate/24140158/216-2070-quingate-place-halifax-halifax,450000,216 2070 Quingate Place,"Halifax, Nova Scotia B3L4S1",B3L4S1,MLS  Number: 202204175,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,Unknown,1983,"Parking Space(s), Other",12 days,,1050,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,,2 Level,None,B3L4,B3L,0
"03/26/2022, 15:38:22",https://www.realtor.ca/real-estate/24140431/35-greening-drive-antigonish-antigonish,399000,35 Greening Drive,"Antigonish, Nova Scotia B2G1R2",B2G1R2,MLS  Number: 202204183,3,6,2,Single Family,House,1,Antigonish,Freehold,1/2 - 1 acre,1972,Carport,11 days,,1534,"Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2G1,B2G,0
"03/26/2022, 15:38:46",https://www.realtor.ca/real-estate/24140432/100-brentwood-road-brentwood-brentwood,599900,100 Brentwood Road,"Brentwood, Nova Scotia B0N1C0",B0N1C0,MLS  Number: 202204185,3,3,3,Single Family,House,2,Brentwood,Freehold,10 - 49 acres,1922,Gravel,11 days,,2428,"Oven, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Partially finished),B0N1,B0N,0
"03/26/2022, 15:39:09",https://www.realtor.ca/real-estate/24140433/3149-highway-246-tatamagouche-tatamagouche,499000,3149 Highway 246,"Tatamagouche, Nova Scotia B0K1V0",B0K1V0,MLS  Number: 202204187,3,3,3,Single Family,House,1,Tatamagouche,Freehold,10 - 49 acres,2008,"Garage, Detached Garage",11 days,,2220,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B0K1,B0K,0
"03/26/2022, 15:39:32",https://www.realtor.ca/real-estate/24140034/416-old-farm-road-s-parrsboro-parrsboro,197000,416 Old Farm Road S,"Parrsboro, Nova Scotia B0M1S0",B0M1S0,MLS  Number: 202204170,2,2,1,Single Family,House,1,Parrsboro,Freehold,1 - 3 acres,1987,Gravel,12 days,"May 17, 2021 Sold $130,000",810,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Character,None,B0M1,B0M,0.515384615
"03/26/2022, 15:39:55",https://www.realtor.ca/real-estate/24139864/4713-highway-1-three-mile-plains-three-mile-plains,229900,4713 Highway 1,"Three Mile Plains, Nova Scotia B0N2T0",B0N2T0,MLS  Number: 202204167,2,2,1,Single Family,House,1,Three Mile Plains,Freehold,1/2 - 1 acre,,Gravel,12 days,,720,"Oven - Electric, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,Character,None,B0N2,B0N,0
"03/26/2022, 15:40:19",https://www.realtor.ca/real-estate/24140035/7492-highway-1-ardoise-ardoise,709900,7492 Highway 1,"Ardoise, Nova Scotia B0N1L0",B0N1L0,MLS  Number: 202204171,3,3,2,Single Family,House,2,Ardoise,Freehold,1 - 3 acres,2019,"Garage, Attached Garage, Detached Garage, Gravel",12 days,"Jul 19, 2018 Sold $26,500 (CAD)",2599,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,Character,None,B0N1,B0N,1.275033655
"03/26/2022, 15:40:42",https://www.realtor.ca/real-estate/24139723/30-beech-tree-run-beechville-beechville,489900,30 Beech Tree Run,"Beechville, Nova Scotia B3T2E5",B3T2E5,MLS  Number: 202204158,3,3,3,Single Family,House,2,Beechville,Freehold,under 1/2 acre,2000,"Garage, Gravel",12 days,,2080,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3T2,B3T,0
"03/26/2022, 15:41:08",https://www.realtor.ca/real-estate/24139488/18-holmes-hill-hantsport-hantsport,369900,18 Holmes Hill,"Hantsport, Nova Scotia B0P1P0",B0P1P0,MLS  Number: 202204151,3,3,2,Single Family,House,2,Hantsport,Freehold,1/2 - 1 acre,1975,"Garage, Attached Garage",12 days,"Nov 1, 2012 Sold $187,500",2155,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B0P1,B0P,0.070306852
"03/26/2022, 15:41:51",https://www.realtor.ca/real-estate/24139489/6-high-valley-drive-west-st-andrews-west-st-andrews,696900,6 High Valley Drive,"West St. Andrews, Nova Scotia B0N2J0",B0N2J0,MLS  Number: 202204156,2,4,3,Single Family,House,1,West St. Andrews,Freehold,1 - 3 acres,,"Garage, Attached Garage",12 days,,2488,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B0N2,B0N,0
"03/26/2022, 15:42:14",https://www.realtor.ca/real-estate/24139278/62-maclellan-street-antigonish-town-antigonish-antigonish,379900,62 MacLellan Street,"Antigonish, Nova Scotia B2G2P2",B2G2P2,MLS  Number: 202204145,3,3,2,Single Family,House,1,Antigonish,Freehold,under 1/2 acre,1979,,12 days,,2170,,Poured Concrete,Detached,Character,Crawl space,B2G2,B2G,0
"03/26/2022, 15:42:38",https://www.realtor.ca/real-estate/24139277/45-dartmouth-road-bedford-bedford,399900,45 Dartmouth Road,"Bedford, Nova Scotia B4A2L3",B4A2L3,MLS  Number: 202204144,3,3,2,Single Family,House,2,Bedford,Freehold,under 1/2 acre,,Gravel,12 days,"Nov 15, 2021 Sold $238,000",1920,"Oven, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,,,B4A2,B4A,0.680252101
"03/26/2022, 15:43:01",https://www.realtor.ca/real-estate/24139349/1795-drummond-drive-kingston-kingston,324900,1795 Drummond Drive,"Kingston, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202204146,3,4,3,Single Family,House,1,Kingston,Freehold,under 1/2 acre,1994,,12 days,"Aug 16, 2021 Sold $286,000 (CAD)",2200,Dishwasher,Poured Concrete,Detached,,Full (Finished),B0P1,B0P,0.136013986
"03/26/2022, 15:43:27",https://www.realtor.ca/real-estate/24138874/161-exhibition-street-north-kentville-north-kentville,189900,161 Exhibition Street,"North Kentville, Nova Scotia B4N1C3",B4N1C3,MLS  Number: 202204137,2,2,1,Single Family,House,2,North Kentville,Freehold,under 1/2 acre,1941,Gravel,12 days,,938,"Stove, Dryer - Electric, Washer","Concrete Block, Poured Concrete",Detached,,Full (Unfinished),B4N1,B4N,0
"03/26/2022, 15:43:50",https://www.realtor.ca/real-estate/24138875/810-young-avenue-halifax-halifax,2000000,810 Young Avenue,"Halifax, Nova Scotia B3H2V7",B3H2V7,MLS  Number: 202204138,7,7,5,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1918,,12 days,,3870,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,,B3H2,B3H,0
"03/26/2022, 15:44:13",https://www.realtor.ca/real-estate/24139025/88b-shore-road-dartmouth-dartmouth,889000,88B Shore Road,"Dartmouth, Nova Scotia B3A1A4",B3A1A4,MLS  Number: 202204139,3,3,4,Single Family,Row / Townhouse,3,Dartmouth,Freehold,under 1/2 acre,2006,Garage,12 days,"Mar 8, 2017 Sold $450,000",2400,"Gas stove(s), Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,Full,B3A1,B3A,0.145876596
